exp	c_1086	0181_0001	400	606578	213932	246611	279119	309749	339065	367006	392736	416481	437323	456142	472253	486334	498267	508850	517436	524731	530836	535704	539688	542880	545429	547619	549243	550491	551506	552263	552889	553362	553747	554032	554258	554449	554605	554715	554823	554925	555016	555109	555201	555287
exp	c_1086	0101_0001	550	451137	157477	182048	206014	229423	250953	271802	290866	308522	323924	338205	350273	361170	370169	378009	384395	389923	394346	398156	401040	403401	405272	406790	408029	409037	409818	410401	410931	411328	411703	412007	412254	412474	412704	412909	413142	413367	413596	413832	414070	414336
exp	c_1086	0127_0001	650	500688	174361	201952	227948	254091	278495	300963	322288	341842	359057	374584	388050	400128	410292	419011	426350	432323	437482	441618	444910	447661	449776	451548	453003	454192	455080	455834	456466	456971	457454	457848	458244	458639	459017	459329	459673	459983	460284	460595	460881	461186
exp	c_1086	0168_0001	800	345654	120004	138466	156810	174618	191296	206968	221959	235371	247404	258102	267507	275869	282920	289019	294126	298298	301758	304648	307017	308888	310425	311593	312558	313338	313978	314506	314919	315241	315555	315836	316070	316329	316564	316808	317075	317353	317626	317930	318241	318574
exp	c_2198	0183_0001	400	655762	212951	246872	280116	311131	341078	368965	394007	417648	438261	456577	472929	487111	499342	509687	518421	525498	531545	536447	540464	543664	546372	548452	550089	551503	552548	553389	554004	554497	554882	555168	555442	555627	555799	555948	556073	556183	556311	556430	556537	556663
exp	c_2198	0103_0001	550	436457	140889	162860	183972	205215	224660	243401	260654	276146	290564	302819	313923	323336	331676	338608	344522	349547	353646	357003	359597	361699	363426	364870	365954	366850	367582	368203	368728	369148	369502	369812	370111	370407	370700	370996	371326	371640	371968	372330	372661	373031
exp	c_2198	0130_0001	650	530869	171374	197377	223610	248775	272435	295188	316037	335074	352281	367369	380870	392296	402291	410903	417987	423850	428734	432788	436216	438820	441070	442837	444262	445489	446525	447404	448165	448821	449421	449988	450484	451042	451559	452072	452620	453148	453689	454260	454747	455310
exp	c_2198	0170_0001	800	479679	154181	178109	201334	224156	245624	266014	284856	302092	317843	331430	343587	354144	363160	370911	377375	382661	387185	390880	393895	396350	398398	399896	401197	402162	403016	403757	404285	404858	405353	405861	406358	406860	407394	407926	408498	409122	409723	410383	411014	411709
exp	c_54	0179_0001	400	569503	208081	240176	271731	301832	330659	357905	382907	405668	426065	444176	460012	473663	485408	495520	503987	511194	516886	521737	525583	528738	531195	533153	534781	535975	536956	537699	538289	538771	539110	539382	539613	539766	539895	540013	540110	540189	540255	540329	540406	540473
exp	c_54	0099_0001	550	476323	172369	198915	225221	250520	274797	297680	318459	337620	355000	370226	383396	394975	404929	413475	420714	426684	431634	435698	438982	441692	443775	445416	446735	447755	448606	449276	449800	450206	450532	450798	451038	451271	451477	451672	451851	452045	452219	452416	452579	452771
exp	c_54	0126_0001	650	538037	193872	224403	253953	282551	309892	335370	359117	380826	400201	417589	432897	445838	457422	467031	475066	481812	487376	491983	495707	498648	501150	503135	504630	505903	506903	507636	508309	508829	509267	509694	510030	510352	510635	510879	511130	511383	511637	511895	512111	512317
exp	c_54	0166_0001	800	481459	172907	200085	226644	252564	277040	299886	321120	340696	358211	373970	387485	399269	409390	418026	425364	431451	436419	440492	443876	446554	448597	450282	451614	452702	453597	454282	454793	455248	455662	455983	456250	456538	456792	457054	457296	457543	457790	458036	458321	458597
exp	empty	0187_0001	400	574279	217418	250865	283998	315844	346046	374271	400019	423801	445423	464430	481263	495647	508069	518515	527495	534763	540929	545934	549900	553197	555921	557900	559596	560918	561987	562823	563442	563936	564361	564672	564915	565090	565217	565319	565387	565453	565506	565555	565587	565616
exp	empty	0096_0001	550	453729	170701	196483	222644	247538	271668	294070	314696	333537	350732	365856	378936	390723	400741	409105	416248	422203	427048	430991	434229	436836	438939	440696	441922	442961	443767	444373	444854	445187	445453	445702	445881	446020	446146	446248	446333	446407	446497	446571	446633	446694
exp	empty	0124_0001	650	522451	195608	226406	256299	285020	312756	338469	362500	384364	403564	421095	436498	449699	461194	470863	479062	485843	491372	496030	499869	502801	505213	507131	508669	509817	510784	511525	512099	512567	512921	513237	513495	513705	513871	514012	514154	514273	514376	514495	514584	514665
exp	empty	0173_0001	800	395451	147095	170306	193179	214967	235787	255473	273688	290271	305130	318609	330288	340470	349104	356606	362761	367977	372154	375694	378502	380868	382710	384175	385324	386185	386866	387414	387814	388148	388402	388596	388767	388926	389034	389141	389250	389370	389465	389539	389610	389696
